tipologia;autore_saggio;precisazione_ autore;titolo_saggio;autore_curatore_volume;precisazione_curatore;titolo_volume;luogo;editore;anno;volumi;rivista;annata;fascicolo;pagine
poligrafia;;;;Minnaja, Carlo - Giusti, Enrico - Baldassarri, Francesco;a cura di;I matematici nell'Università di Padova dal suo nascere al XX secolo;Padova;Esedra ;2008;;;;;204
poligrafia;;;;Bezza, Giuseppe - Bònoli, Fabrizio - Colavita, Cinzia - De Meis, Salvo;a cura di;I pronostici di Domenico Maria Novara;Firenze;Olschki;2012;;;;;VII, 317
articolo in volume miscellaneo;Ragazzini, Dario;;La Legge Casati da protocodice a programma nazionale;Bellatalla, Luciana - Marescotti, Elena;a cura di;I sentieri della scienza dell'educazione. Scritti in onore di Giovanni Genovesi;Milano;Franco Angeli;2011;;;;;241-253
poligrafia;;;;Bellatalla, Luciana - Marescotti, Elena;a cura di;I sentieri della scienza dell'educazione. Scritti in onore di Giovanni Genovesi;Milano;Franco Angeli;2011;;;;;381
articolo in volume miscellaneo;Pio, Berardo;;La peregrinatio academica nell'età dello scisma: studenti di diritto canonico a Bologna fra XIV e XV secolo;Miriam, Davide;a cura di;Identità cittadine e aggregazioni sociali in Italia, secoli XI-XV. Convegno di studio, Trieste, 28-30 giugno 2010;Trieste;Centro Europeo Ricerche Medievali;2012;;;;;103-134
poligrafia;;;;Miriam, Davide;a cura di;Identità cittadine e aggregazioni sociali in Italia, secoli XI-XV. Convegno di studio, Trieste, 28-30 giugno 2010;Trieste;Centro Europeo Ricerche Medievali;2012;;;;;327
articolo in volume miscellaneo;Forlivesi, Marco;;“Nationes” universitarie e identità nazionale. Il caso della “natio Germanica” nello Studio di Padova;Piaia, Gregorio - Pozzo, Riccardo;a cura di;Identità nazionale e valori universali nella moderna storiografia filosofica;Padova;Cluep;2008;;;;;19-33
monografia;;;;Frasca, Elena;;Il bisturi e la toga. Università e potere urbano nella Sicilia borbonica. Il ruolo del medico, secoli XVIII-XIX;Acireale - Roma;Bonanno;2008;;;;;416
poligrafia;;;;Bucciantini Massimo - Camerota, Michele - Giudice, Franco ;a cura di;Il caso Galileo: una rilettura storica, filosofica, teologica. Convegno internazionale di studi, Firenze, 26-30 maggio 2009;Firenze;Olschki;2011;;;;;XIII, 520
articolo in volume miscellaneo;Barbieri, Daniele;;Alcuni ricordi sui primi anni del Centro di Calcoli Numerici;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;45-54
articolo in volume miscellaneo;Bassi, Ezio - Granelli, Gianpietro - Savini, Antonio;;Attività di ricerca svolte dall'Istituto di Elettrotecnica presso il Centro di Calcoli Numerici;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;99-102
articolo in volume miscellaneo;Bignamini, Giovanni;;Il Centro di Calcolo e le attività gestionali della Amministrazione centrale dell'Università;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;137-158
articolo in volume miscellaneo;Cannillo, Elio;;Le ricerche di cristallografia presso il Centro di Calcoli Numerici;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;93-98
articolo in volume miscellaneo;Cantoni, Virgilio;;Interazioni tra Istituto di Elettronica, Dipartimento d'Informatica e servizi del Centro di Calcolo;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;119-132
articolo in volume miscellaneo;Cantoni, Virginio;;Il Centro di Calcoli Numerici dal 1995 al 2001;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;27-32
articolo in volume miscellaneo;Cantoni, Virginio;;Interazione tra Istituto di Elettronica, Dipartimento d'informatica e serviczi del Centro di Calcolo;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;119-132
articolo in volume miscellaneo;Cavalli-Sforza, Luigi Luca;;Il Centro di Calcoli Numerici di Pavia: la mia esperienza ;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;1-4
articolo in volume miscellaneo;Comincioli, Valeriano;;Centro di Calcolo e analisi numerica;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;69-72
articolo in volume miscellaneo;Conciauro, Giuseppe;;La simulazione numerica in elettronica nei primi anni della Facoltà d'Ingegneria;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;111-118
articolo in volume miscellaneo;De Lotto, Ivo;;Il Centro di Calcoli Numerici dal 1974 al 1994;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;11-26
articolo in volume miscellaneo;Ferlini, Flavio;;Fatti e persone del Centro di Calcoli Numerici;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;55-68
articolo in volume miscellaneo;Ferretti, Marco;;Da Centro di Calcolo ad Area Sistemi Informativi: 2002-2007;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;33-44
articolo in volume miscellaneo;Gobetti, Armando;;Ricordi di un tecnico del Centro di Calcoli Numerici;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;133-136
articolo in volume miscellaneo;Gobetti, Armando;;Ricordi di un tecnico del Centro di Calcoli Numerici;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;133-136
articolo in volume miscellaneo;Magenes, Enrico;;Il Centro di Calcoli Numerici dal 1961 al 1973;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;5-10
articolo in volume miscellaneo;Rappoldi, Andrea;; Il Centro di Calcoli Numerici e l'Istituto Nazionale di Fisica Nucleare;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;109-110
articolo in volume miscellaneo;Romano, Silvano;; Il Centro di Calcoli Numerici e le ricerche di argomento fisico;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;103-108
articolo in volume miscellaneo;Sacchi, Giovanni;;Attività di simulazione numerica: una collaborazione tra IMATI - CNR e Centro di Calcolo;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;73-80
articolo in volume miscellaneo;Zei, Gianna - Zonta, Laura;;Le ricerche di genetica di popolazioni;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;81-92
poligrafia;;;;De Lotto, Ivo;a cura di;Il centro di Calcolo dell'Università degli Studi di Pavia (1961-2007);Milano;Cisalpino;2011;;;;;173
poligrafia;;;;Mazzarello, Paolo - Rovati, Clementina;a cura di;Il contagio vivo. Agostino Bassi nella storia della bachicoltura;Milano;Cisalpino;2009;;;;;175
monografia;;;;Israel, Giorgio;;Il fascismo e la razza. La scienza italiana e le politiche razziali del regime;Bologna;il Mulino;2010;;;;;443
poligrafia;;;;Minelli, Alessandro - Angarano, Alessandra - Mario, Paola;a cura di;Il fondo Marsili nella Biblioteca dell'Orto Botanico di Padova;Treviso;Antilia;2010;;;;;613
articolo in volume miscellaneo;Negruzzo, Simona;;Tesi teologiche della Facoltà asburgica;Negruzzo, Simona;a cura di;Il giansenismo e l'Università di Pavia. Studi in ricordo di Pietro Stella;Milano;Cisalpino;2012;;;;;59-78
poligrafia;;;;Negruzzo, Simona;a cura di;Il giansenismo e l'Università di Pavia. Studi in ricordo di Pietro Stella;Milano;Cisalpino;2012;;;;;205
monografia;;;;Simone, Giulia;;Il Guardasigilli del regime. L'itinerario politico e culturale di Alfredo Rocco;Milano;Franco Angeli;2012;;;;;238
monografia;;;;Mantovani, Dario - Mazzarello, Paolo;;Il merito e la passione. Vittorio Erspamer e Pietro Ciapessoni al Collegio Ghislieri di Pavia;Milano;Cisalpino;2011;;;;;255
articolo in volume miscellaneo;Barnabei, Franco;;Introduzione ai testi;Nezzo, Marta;a cura di;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1943;Treviso;Canova;2008;;;;;41-90
articolo in volume miscellaneo;Dal Piaz, Vittorio;;Storia e storie del Cantiere;Nezzo, Marta;a cura di;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1944;Treviso;Canova;2008;;;;;91-204
articolo in volume miscellaneo;Favaretto, Irene;;Percorso di un progetto: “Il Novecento al Bo”;Nezzo, Marta;a cura di;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1945;Treviso;Canova;2008;;;;;19-28
articolo in volume miscellaneo;Nezzo, Marta;;Il gioco delle parti nel teatro artistico universitario;Nezzo, Marta;a cura di;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1946;Treviso;Canova;2008;;;;;205-270
articolo in volume miscellaneo;Penzo Doria, Gianni;;Il cantiere e i documenti: l'Archivio dei Consorzi edilizi (1903-1973);Nezzo, Marta;a cura di;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1947;Treviso;Canova;2008;;;;;29-40
poligrafia;;;;Nezzo, Marta;a cura di;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1948;Treviso;Canova;2008;;;;;900
articolo in volume miscellaneo;Penzo Doria, Gianni;;Il cantiere e i documenti: l'Archivio dei Consorzi edilizi 1903-1973;Nezzo, Marta;a cura di ;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1949;Treviso;Canova;2008;;;;;29-39
articolo in volume miscellaneo;Bernabei, Franco;;Introduzione ai testi;Nezzo, Marta;a cura di ;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1950;Treviso;Canova;2008;;;;;41-89
articolo in volume miscellaneo;Dal Piaz, Vittorio;;Storia e storie del cantiere;Nezzo, Marta;a cura di ;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1951;Treviso;Canova;2008;;;;;91-204
articolo in volume miscellaneo;Nezzo, Marta;;Il gioco delle parti nel teatro artistico universitario;Nezzo, Marta;a cura di ;Il miraggio della concordia. Documenti sull'architettura e la decorazione del Bo e del Liviano, Padova 1933-1952;Treviso;Canova;2008;;;;;205-269
monografia;;;;Paoli, Simone;;Il sogno di Erasmo. La questione educativa nel processo di integrazione europea;Milano;Franco Angeli;2010;;;;;319
poligrafia;;;;Bucciantini, Massimo - Camerota, Michele - Giudice, Franco;;Il telescopio di Galileo. Una storia europea;Torino;Einaudi;2012;;;;;XXVII, 317
monografia;;;;Gandolfi, Giulia;;Imagines illustrium Virorum. La collezione dei ritratti dell'Università e della Biblioteca Universitaria di Bologna;Bologna;Clueb;2010;;;;;338 + Cd-Rom
articolo in volume miscellaneo;Brizzi, Gian Paolo;;La storia sui muri. Memorie di studenti e maestri nella decorazione dell'Archiginnasio: un nuovo censimento;Brizzi, Gian Paolo;"sotto la dir.; con la collab. di Andrea Daltri";Imago Universitatis. Celebrazioni e autorappresentazioni di maestri e studenti nella decorazione parietale dell'Archiginnasio, vol. 5;Bologna;Bononia University Press;2011;1;;;;9-30
articolo in volume miscellaneo;Daltri, Andrea;;Memorie e consigliature nella decorazione parietale dell'Archiginnasio;Brizzi, Gian Paolo;"sotto la dir.; con la collab. di Andrea Daltri";Imago Universitatis. Celebrazioni e autorappresentazioni di maestri e studenti nella decorazione parietale dell'Archiginnasio, vol. 4;Bologna;Bononia University Press;2011;1;;;;31-50
articolo in volume miscellaneo;Neri, Silvia;;Le memorie araldiche;Brizzi, Gian Paolo;"sotto la dir.; con la collab. di Andrea Daltri";Imago Universitatis. Celebrazioni e autorappresentazioni di maestri e studenti nella decorazione parietale dell'Archiginnasio, vol. 3;Bologna;Bononia University Press;2011;1;;;;81-110
articolo in volume miscellaneo;Roversi, Lorenza;;Dalla lapide al monumento barocco: l'evoluzione stilistica delle memorie;Brizzi, Gian Paolo;"sotto la dir.; con la collab. di Andrea Daltri";Imago Universitatis. Celebrazioni e autorappresentazioni di maestri e studenti nella decorazione parietale dell'Archiginnasio, vol. 2;Bologna;Bononia University Press;2011;1;;;;51-80
articolo in volume miscellaneo;;;Catalogo (1-2483);Brizzi, Gian Paolo;"sotto la dir.; con la collab. di Andrea Daltri";Imago Universitatis. Celebrazioni e autorappresentazioni di maestri e studenti nella decorazione parietale dell'Archiginnasio, vol. 1;Bologna;Bononia University Press;2011;1;;;;111-742
articolo in volume miscellaneo;Brizzi, Gian Paolo;;Reasons for research. A new book on the Archiginnasio;Brizzi, Gian Paolo;"sotto la dir.; con la collab. di Andrea Daltri";Imago Universitatis. Celebrazioni e autorappresentazioni di maestri e studenti nella decorazione parietale dell'Archiginnasio, vol. 0;Bologna;Bononia University Press;2011;1;;;;5-8
poligrafia;;;;Brizzi, Gian Paolo;"sotto la dir.; con la collab. di Andrea Daltri";Imago Universitatis. Celebrazioni e autorappresentazioni di maestri e studenti nella decorazione parietale dell'Archiginnasio, vol. 1;Bologna;Bononia University Press;2011;;;;;742
poligrafia;;;;Brizzi, Gian Paolo;"sotto la dir.; con la collab. di Silvia Neri, Lorenza Roversi, Pier Paolo Zannoni";Imago Universitatis. Celebrazioni e autorappresentazioni di maestri e studenti nella decorazione parietale dell'Archiginnasio, vol. 2;Bologna;Bononia University Press;2012;;;;;799
articolo in volume miscellaneo;Abbate, Fabrizia;;Universitas 1999/2009;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;247-250
articolo in volume miscellaneo;Barcaioni, Maria;;Associazione Laureate Magistero “Maria Ss. Assunta” - A.L.M.A;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;243-246
articolo in volume miscellaneo;Bartoli, Marco;;La Lumsa e i Papi, da Pio XII a Benedetto XVI;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;47-64
articolo in volume miscellaneo;Caravale, Mario;;I Direttori-Rettori del Magistero Maria Ss. Assunta, poi LUMSA;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;65-86
articolo in volume miscellaneo;D'Alessandro, Giusi - Ducceschi, Paola;;La biblioteca;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;213-234
articolo in volume miscellaneo;Dalla Torre, Giuseppe;;Dal magistero Maria Ss. Assunta alla Libera Università Maria Ss. Assunta. Storia di un'idea;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;7-46
articolo in volume miscellaneo;Gallo, Marco;;Humilitas magistra: Maria Vergine nel sigillo della LUMSA;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;109-168
articolo in volume miscellaneo;Gualdieri, Maurizio;;La LUMSA: una Casa di Studio;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;235-238
articolo in volume miscellaneo;Jorio, Nicolina;;Sviluppi di una struttura universitaria;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;193-212
articolo in volume miscellaneo;Marro, Bruna;;I Laureati;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;239-242
articolo in volume miscellaneo;Papasogli, Benedetta;;La ricerca nella LUMSA: uno sguardo su settant'anni di studi;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;169-192
articolo in volume miscellaneo;Russi, Angelo;;I professori del “Maria Ss. Assunta”;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;87-108
poligrafia;;;;Bartoli, Marco;a cura di;In fide et humanitate. 70 anni della LUMSA;Città del Vaticano;Libreria Editrice Vaticana;2009;;;;;302
poligrafia;;;;Cherubini, Donatella;a cura di;Insieme sotto il tricolore. Studenti e professori in battaglia. L'Università di Siena nel Risorgimento;Cinisello Balsamo (Milano);Silvana editoriale;2011;;;;;159
poligrafia;;;;Naso, Irma - Rosso, Paolo;a cura di;Insignia doctoralia. Lauree e laureati all'Università di Torino tra Quattro e Cinquecento;Torino;Università degli studi di Torino;2008;;;;;351
articolo in volume miscellaneo;Lupi, Regina;;Da studiosi a funzionari. I professori universitari italiani in età moderna;D'Orsi, Angelo - Chiarotto, Francesca;a cura di;Intellettuali. Preistoria, storia e destino di una categoria (Marsciano, novembre 2006);Torino;Aragno ;2010;;;;;123-136
